Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Price_Change,Price_Change_Pct,High_Low_Range,MA_5,MA_20,MA_50,Price_to_MA20,Price_to_MA50,Return_5D,Return_20D,Momentum_10D,Volatility_5D,Volatility_20D,Volume_MA_20,Volume_Ratio,High_Volume_Flag,RSI_14,MACD,MACD_Signal,MACD_Histogram,Price_Range,Open_Close_Return,High_Low_Pct,Target_Up
2024-11-25 00:00:00-05:00,229.79241557012372,231.56951255942457,228.08480637706975,231.19224548339844,90152800,0.0,0.0,0.0130508885833007,1.399829913274715,0.0060917150368156,0.0150727641191799,228.0530242919922,225.19489517211915,226.23259704589844,1.0266318217679644,1.0219227843478884,0.0212700919495372,-0.0011730341377721,8.5777587890625,0.0057302937450501,0.010809512953317,46524025.0,1.937768711971933,1,69.70649008315894,0.6588970562738155,0.0338390354585009,0.6250580208153145,0.0150727641191799,0.0060917150368156,0.0152781162310035,1
2024-11-26 00:00:00-05:00,231.64890834638587,233.8727750720934,231.64890834638587,233.3664398193359,45986200,0.0,0.0,0.0094042701622256,1.7175314729500712,0.0074143732651735,0.0095295053026011,229.39925231933591,225.2766410827637,226.6000946044922,1.035910508509403,1.0298602929829033,0.0297003165267948,0.0070552258128577,10.751953125,0.0058071157916516,0.0110115240224332,47052475.0,0.9773385990853828,0,74.2156927692315,1.1325388928324855,0.2535790069332979,0.8789598858991876,0.0095295053026011,0.0074143732651735,0.0096001606119471,0
2024-11-27 00:00:00-05:00,232.78070364946953,233.99191506726265,232.12545514826604,233.2373809814453,33498400,0.0,0.0,-0.0005530308384982,0.4566773319757828,0.001961835000995,0.0080024047223592,230.5767028808594,225.52895278930663,226.8876580810547,1.034179328626334,1.0279861979011755,0.0258950934178312,0.0221140662138112,9.73931884765625,0.0064444911073492,0.0103817130488087,46373850.0,0.7223553791630413,0,68.02438408385913,1.4804240837765406,0.4989480223019464,0.981476061474594,0.0080024047223592,0.001961835000995,0.0080407377889876,1
2024-11-29 00:00:00-05:00,233.11825362062933,236.0966394139658,232.28430923421996,235.62010192871097,28481400,0.0,0.0,0.0102158622140211,2.5018483080816054,0.0107320995641681,0.0161799869728402,232.3260040283203,226.10816345214843,227.06063354492187,1.0420680895874666,1.0376968400473332,0.0385523299499581,0.0517069534060334,9.04437255859375,0.005223663726846,0.0095009058157315,44579415.0,0.6388912909691614,0,72.07327398377069,1.926187382061272,0.7843958942538116,1.1417914878074604,0.0161799869728402,0.0107320995641681,0.0164123448213703,1
2024-12-02 00:00:00-05:00,235.5605381566453,239.0551666028684,235.45133007089743,237.8638153076172,48137100,0.0,0.0,0.0095225889494994,2.303277150971894,0.0097778565501503,0.0151508396824052,234.25599670410156,226.9483154296875,227.29177154541017,1.0480968534939907,1.046513094998227,0.0422847399373491,0.0760109498994265,14.484878540039062,0.0051799567859456,0.0088447384850376,43722435.0,1.1009702455958823,0,83.36235433305336,2.4324669607206317,1.1140101075471758,1.318456853173456,0.0151508396824052,0.0097778565501503,0.0153060784616752,1
2024-12-03 00:00:00-05:00,238.0822290117422,241.01097200063165,237.1787816889052,240.9017639160156,38861000,0.0,0.0,0.0127717980327088,2.8195349042734392,0.0118426936608291,0.0159076888829358,236.197900390625,227.98499145507813,227.6179818725586,1.056656240301163,1.0583599851565968,0.0419975956041069,0.0941712582471374,14.524581909179688,0.0051174690995758,0.0088687234306722,43418260.0,0.8950381705761585,0,85.314471839473,3.043747807796393,1.499957647597019,1.5437901601993738,0.0159076888829358,0.0118426936608291,0.0161573909961006,1
2024-12-04 00:00:00-05:00,241.12017980186528,242.35125137710352,239.51185632927692,241.25917053222656,44383900,0.0,0.0,0.001483619756041,0.1389907303612858,0.0005764375693295,0.01176906577919,237.7764465332031,228.96813583374023,227.9334896850586,1.0536801099145567,1.0584630229878915,0.0338211900520095,0.0887329304927087,14.623870849609377,0.0058525935704574,0.0088816972314376,44231890.0,1.003436660744092,0,85.00984733917316,3.5164960327780364,1.9032653246332227,1.6132307081448136,0.01176906577919,0.0005764375693295,0.0118549248097473,1
2024-12-05 00:00:00-05:00,242.2321233137982,242.77814859306412,240.38552350615552,241.28895568847656,40033900,0.0,0.0,0.0001234570946435,-0.9431676253216494,-0.003893652140017,0.0099160157582913,239.3867614746094,229.98896560668945,228.2694271850586,1.0491327488341833,1.057035796093986,0.0345209445979493,0.0924361719038588,13.938827514648438,0.0056475735493604,0.0087612701974212,43505530.0,0.9202025581575493,0,82.96270011869015,3.8491848137291527,2.292449222452409,1.5567355912767438,0.0099160157582913,-0.003893652140017,0.0099532827601714,0
2024-12-06 00:00:00-05:00,241.1599112680226,242.86752040520184,240.33588934668637,241.0904083251953,36870600,0.0,0.0,-0.0008228613809311,-0.0695029428272846,-0.0002882027218447,0.0105007539540962,240.48082275390624,230.7638427734375,228.57858459472655,1.04474949553469,1.054737515120467,0.0232166370853172,0.0686969569522149,14.216812133789062,0.0061271448723948,0.007867293309665,43242175.0,0.8526536882106416,0,95.837739774227,4.050134526933618,2.643986283348651,1.4061482435849673,0.0105007539540962,-0.0002882027218447,0.0105337203918952,1
2024-12-09 00:00:00-05:00,240.08769312504631,245.4587194212017,240.00826768189097,244.9722442626953,44649200,0.0,0.0,0.0161011628976295,4.88455113764897,0.0203448626377734,0.0222492623836436,241.9025085449219,231.7462142944336,228.96002349853515,1.0570711802500388,1.069934569884697,0.0298844485693847,0.0871960352916629,16.758392333984375,0.0078954119481828,0.0082806162089879,43558195.0,1.025047066344232,0,96.0197757479725,4.471080507769784,3.0094051282328778,1.4616753795369064,0.0222492623836436,0.0203448626377734,0.0227094332705856,1
2024-12-10 00:00:00-05:00,245.11121388943337,246.4217108653419,243.57237825215392,245.98487854003903,36914800,0.0,0.0,0.0041336694301492,0.8736646506057184,0.0035643601805987,0.0115833649210441,242.91913146972655,232.91473388671875,229.25837951660156,1.0561155768689032,1.072959161007357,0.0211003628258843,0.104981451084952,14.792633056640623,0.0069077504594065,0.0073473612819069,43303655.0,0.8524638393687554,0,96.16307024275316,4.830708947839554,3.373665892154213,1.4570430556853409,0.0115833649210441,0.0035643601805987,0.0116980941502252,0
2024-12-11 00:00:00-05:00,246.17352158557495,248.9930565140259,244.48575750906295,244.714111328125,45205800,0.0,0.0,-0.0051660379266249,-1.4594102574499743,-0.0059283803069074,0.0184186313592653,243.61011962890623,234.0197151184082,229.66599334716796,1.0456986976687228,1.0655217507896784,0.0143204537604797,0.09927307500043,11.347671508789062,0.0080996772393238,0.0076192597527498,43544030.0,1.0381629812399082,0,90.35546495991284,4.956046564062433,3.6901420265358578,1.2659045375265756,0.0184186313592653,-0.0059283803069074,0.0184358346714567,1
2024-12-12 00:00:00-05:00,245.11122473397327,246.9479020514793,243.9099357862414,246.17352294921875,32777500,0.0,0.0,0.005963741171987,1.0622982152454767,0.0043339435654096,0.0123407514701107,244.5870330810547,235.1534881591797,230.09149017333985,1.046863156810072,1.0698940789325302,0.0202436420962779,0.1014570802043726,12.936141967773438,0.0080246454890653,0.0076212622962523,42754595.0,0.7666427433121515,0,92.89506776582368,5.114186688266642,3.9749509588820144,1.1392357293846276,0.0123407514701107,0.0043339435654096,0.0124552788530121,1
2024-12-13 00:00:00-05:00,246.03455153835696,247.4939467696469,244.46593306347833,246.34231567382812,33155300,0.0,0.0,0.0006856656336846,0.3077641354711886,0.0012508980285364,0.0122918943011716,245.63741455078124,236.14181747436524,230.54237915039064,1.0431964922967116,1.0685337619125144,0.0217839746720607,0.0872405281830592,10.722213745117188,0.007821811025407,0.0073747201828847,42166165.0,0.786301054411754,0,92.50477078412588,5.193269262888151,4.218614619683242,0.974654643204909,0.0122918943011716,0.0012508980285364,0.0123862399485424,1
2024-12-16 00:00:00-05:00,246.2032795762443,249.5688545954195,245.86571770543415,249.23129272460935,51694800,0.0,0.0,0.0117274900289823,3.0280131483650337,0.0122988335231631,0.0148582340905207,246.48922424316407,237.4344352722168,231.02863464355468,1.0496846948037153,1.0787896189108284,0.0173858408928437,0.1157331856401939,11.367477416992188,0.0062685525974871,0.0061581895296552,42354720.0,1.2205204048096647,0,92.4732109945398,5.426505697051198,4.460192835156834,0.9663128618943642,0.0148582340905207,0.0122988335231631,0.0150616235746294,1
2024-12-17 00:00:00-05:00,248.27824960945253,252.00123197197036,247.98040799068028,251.65374755859375,51356400,0.0,0.0,0.0097197057700979,3.37549794914122,0.0135956248863964,0.0159776042292153,247.622998046875,238.6982635498047,231.66469146728517,1.0542755687289944,1.0862844310227195,0.0230455996002696,0.1116568610302539,10.751983642578123,0.0068841999777134,0.0059602381885431,42690855.0,1.2029836366594204,0,92.56018733233948,5.740644534538944,4.716283175033256,1.0243613595056882,0.0159776042292153,0.0135956248863964,0.0162142808533535,0
2024-12-18 00:00:00-05:00,250.343283238806,252.4480045680384,245.9551295369763,246.2628936767578,56774100,0.0,0.0,-0.0214217111174979,-4.080389562048197,-0.0162991773106844,0.0263656246953086,247.93275451660156,239.6796432495117,232.1120083618164,1.027466873439864,1.0609657613788035,0.0063289458063009,0.0866043110743444,5.00372314453125,0.0133979655236628,0.0084208816116906,43718970.0,1.2986147660843794,0,74.350530803005,5.491304629922325,4.87128746601107,0.620017163911255,0.0263656246953086,-0.0162991773106844,0.0263986160536081,1
2024-12-19 00:00:00-05:00,245.71681628677703,250.18439476471843,245.30976661195103,247.9903106689453,60882300,0.0,0.0,0.0070145240575907,2.2734943821682805,0.0092524981257891,0.019656526658716,248.29611206054688,240.71165237426757,232.51909942626952,1.0302380803874032,1.0665373781373242,0.0073801101676613,0.090785884577712,6.70135498046875,0.0134966003687163,0.0084399816606934,45004605.0,1.3528015633066883,0,73.70630515770205,5.371173528759925,4.971264678560842,0.3999088501990835,0.019656526658716,0.0092524981257891,0.0198713170702185,1
2024-12-20 00:00:00-05:00,246.25292226826556,253.16278373693368,243.9198625662762,252.65646362304688,147495300,0.0,0.0,0.0188158680132088,6.403541354781311,0.0260039202613212,0.0365829594783196,249.55894165039064,242.0007957458496,233.0294302368164,1.0440315406581882,1.0842255562582137,0.0256316010180688,0.1136441959948852,11.566055297851562,0.015495415242555,0.0088783438422613,50273955.0,2.9338312452242916,1,75.94019566237671,5.588072491096511,5.094626241067976,0.4934462500285352,0.0365829594783196,0.0260039202613212,0.0378932698363014,1
2024-12-23 00:00:00-05:00,252.9344647729303,253.80811434244583,251.6239676953758,253.4308624267578,40858800,0.0,0.0,0.0030650266872502,0.4963976538274721,0.0019625544279744,0.0086183135950985,250.39885559082032,243.26164627075195,233.5848016357422,1.0418036147987235,1.084962979834467,0.016850089955553,0.1104972826361307,8.4586181640625,0.0150571786862237,0.008893102377212,50408480.0,0.8105540972471299,0,73.86546283373143,5.756101240903007,5.226921241034983,0.529179999868024,0.0086183135950985,0.0019625544279744,0.008680201123425,1
